run_id,equiv_grad_budget,row,deriv_evals,equiv_grad_evals,f_vals,update_norms,full_grad_norms,proj_grad_norms,config_str
e9a7ae9f37,180,0,0,0.0,0.001610370524021883,0.12610221231426308,0.002522044246285264,0.002522044246285264,"ProjectedCommonDirectionsConfig(subspace_frac_grads=0.05, subspace_frac_updates=0.05, subspace_frac_random=0.2, direction_str=sd, random_proj=True, random_proj_dim_frac=1, inner_use_full_grad=True, orth_P_k=True, beta=0.001, tau=0.5, c_const=inf, N_try=200, alpha_max=100, p_const=1)"
e9a7ae9f37,180,1,100,1.0,0.0012929988772246261,0.25115039755888124,0.002511503975588814,0.002511503975588814,
e9a7ae9f37,180,2,200,2.0,0.0006648942075188473,0.2490263915551815,0.002490263915551817,0.002490263915551817,
e9a7ae9f37,180,3,300,3.0,4.740790383203793e-05,0.2468889464015124,0.002468889464015126,0.002468889464015126,
e9a7ae9f37,180,4,400,4.0,-0.0005594869242396718,0.2447401555000414,0.0024474015550004164,0.0024474015550004164,
e9a7ae9f37,180,5,500,5.0,-0.0011558289873346212,0.24258206063351123,0.002425820606335113,0.002425820606335113,
e9a7ae9f37,180,6,600,6.0,-0.0017416682127654383,0.24041664900185403,0.002404166490018541,0.002404166490018541,
e9a7ae9f37,180,7,700,7.0,-0.0023170651344128637,0.23824585059118703,0.0023824585059118693,0.0023824585059118693,
e9a7ae9f37,180,8,800,8.0,-0.002882090279341759,0.23607153587257299,0.0023607153587257316,0.0023607153587257316,
e9a7ae9f37,180,9,900,9.0,-0.0034368235542236885,0.2338955138257745,0.0023389551382577453,0.0023389551382577453,
e9a7ae9f37,180,10,1000,10.0,-0.0039813536344518495,0.23171953028122053,0.002317195302812207,0.002317195302812207,
e9a7ae9f37,180,11,1100,11.0,-0.0045157773586274,0.2295452665716072,0.0022954526657160725,0.0022954526657160725,
e9a7ae9f37,180,12,1200,12.0,-0.005040199130881245,0.22737433848291116,0.002273743384829112,0.002273743384829112,
e9a7ae9f37,180,13,1300,13.0,-0.005554730333276695,0.2252082954931837,0.0022520829549318366,0.0022520829549318366,
e9a7ae9f37,180,14,1400,14.0,-0.006059488750317931,0.22304862028625452,0.002230486202862545,0.002230486202862545,
e9a7ae9f37,180,15,1500,15.0,-0.0065545980073695356,0.22089672852645276,0.0022089672852645286,0.0022089672852645286,
e9a7ae9f37,180,16,1600,16.0,-0.007040187024575389,0.21875396887961646,0.002187539688796163,0.002187539688796163,
e9a7ae9f37,180,17,1700,17.0,-0.007516389487653397,0.21662162326501855,0.002166216232650185,0.002166216232650185,
e9a7ae9f37,180,18,1800,18.0,-0.007983343336736963,0.21450090732238325,0.0021450090732238326,0.0021450090732238326,
e9a7ae9f37,180,19,1900,19.0,-0.008441190274236643,0.21239297107786465,0.0021239297107786452,0.0021239297107786452,
e9a7ae9f37,180,20,2000,20.0,-0.008890075292507203,0.21029889979274366,0.002102988997927435,0.002102988997927435,
e9a7ae9f37,180,21,2100,21.0,-0.00933014622192721,0.20821971497861183,0.002082197149786119,0.002082197149786119,
e9a7ae9f37,180,22,2200,22.0,-0.009761553299831183,0.20615637556296632,0.002061563755629663,0.002061563755629663,
e9a7ae9f37,180,23,2300,23.0,-0.010184448760578692,0.20410977918941298,0.0020410977918941292,0.0020410977918941292,
e9a7ae9f37,180,24,2400,24.0,-0.01059898644690118,0.20208076363706223,0.002020807636370622,0.002020807636370622,
e9a7ae9f37,180,25,2500,25.0,-0.011005321442535482,0.2000701083441711,0.0020007010834417116,0.0020007010834417116,
e9a7ae9f37,180,26,2600,26.0,-0.011403609726033492,0.1980785360216407,0.0019807853602164067,0.0019807853602164067,
e9a7ae9f37,180,27,2700,27.0,-0.011794007845529867,0.19610671434259752,0.0019610671434259755,0.0019610671434259755,
e9a7ae9f37,180,28,2800,28.0,-0.012176672614153667,0.19415525769496225,0.0019415525769496222,0.0019415525769496222,
e9a7ae9f37,180,29,2900,29.0,-0.012551760825685444,0.1922247289846167,0.001922247289846167,0.001922247289846167,
e9a7ae9f37,180,30,3000,30.0,-0.012919428989987446,0.1903156414775303,0.001903156414775305,0.001903156414775305,
e9a7ae9f37,180,31,3100,31.0,-0.013279833087672077,0.1884284606699651,0.0018842846066996505,0.0018842846066996505,
e9a7ae9f37,180,32,3200,32.0,-0.01363312834341956,0.18656360617664988,0.0018656360617664983,0.0018656360617664983,
e9a7ae9f37,180,33,3300,33.0,-0.013979469017312859,0.18472145362759734,0.0018472145362759746,0.0018472145362759746,
e9a7ae9f37,180,34,3400,34.0,-0.014319008213521738,0.18290233656499438,0.0018290233656499447,0.0018290233656499447,
e9a7ae9f37,180,35,3500,35.0,-0.014651897705640946,0.18110654833235926,0.0018110654833235916,0.0018110654833235916,
e9a7ae9f37,180,36,3600,36.0,-0.014978287777967402,0.17933434394889758,0.0017933434394889751,0.0017933434394889751,
e9a7ae9f37,180,37,3700,37.0,-0.015298327081988071,0.1775859419627033,0.0017758594196270313,0.0017758594196270313,
e9a7ae9f37,180,38,3800,38.0,-0.015612162507342934,0.17586152627713428,0.001758615262771344,0.001758615262771344,
e9a7ae9f37,180,39,3900,39.0,-0.01591993906652552,0.1741612479453641,0.0017416124794536407,0.0017416124794536407,
e9a7ae9f37,180,40,4000,40.0,-0.016221799792586828,0.17248522692871884,0.0017248522692871878,0.0017248522692871878,
e9a7ae9f37,180,41,4100,41.0,-0.016517885649115584,0.17083355381502288,0.001708335538150226,0.001708335538150226,
e9a7ae9f37,180,42,4200,42.0,-0.016808335451778636,0.1692062914937123,0.0016920629149371224,0.0016920629149371224,
