run_id,equiv_grad_budget,row,deriv_evals,equiv_grad_evals,f_vals,update_norms,full_grad_norms,proj_grad_norms,config_str
acc788cd2e,180,0,0,0.0,20893.26019829305,8285.167829118049,8474.90584283892,1178.8164482664235,"ProjectedCommonDirectionsConfig(subspace_frac_grads=0.02, subspace_frac_updates=0, subspace_frac_random=0.02, direction_str=sd, random_proj=True, random_proj_dim_frac=0.03, ensemble=haar, inner_use_full_grad=True, orth_P_k=True, beta=0.001, tau=0.5, c_const=inf, N_try=200, alpha_max=100, p_const=1)"
acc788cd2e,180,1,6,0.06,8757.496934394956,190.73375676111647,2959.1258443838346,715.0712456444217,
acc788cd2e,180,2,12,0.12,8050.852917676525,8.68454781349813,2237.482886708953,443.56420989495194,
acc788cd2e,180,3,18,0.18,6830.2316263118255,72.86024868687502,2132.008937016416,519.8950365676448,
acc788cd2e,180,4,24,0.24,5844.989051370666,6.019183052853247,2394.9308315206986,348.16155586154224,
acc788cd2e,180,5,30,0.3,5361.881582825727,2.128884575928333,1732.8334068289062,179.22824657488889,
acc788cd2e,180,6,36,0.36,5009.943938456648,2.863858114043638,1895.3575376251154,251.40740535391376,
acc788cd2e,180,7,42,0.42,4597.435217942367,1.8832462741734604,1800.5196576364326,138.77316802155846,
acc788cd2e,180,8,48,0.48,4378.64773704871,3.0835788891910743,1458.9014185738024,99.84043506290827,
acc788cd2e,180,9,54,0.54,4348.500196094894,1.971990656543452,1727.6551374438857,254.28374877078005,
acc788cd2e,180,10,60,0.6,4274.084474648792,1.5168160044422503,1812.6772472218393,380.2020694828974,
acc788cd2e,180,11,66,0.66,3902.825895515187,2.334162904124305,1489.4478663280793,160.10582086021884,
acc788cd2e,180,12,72,0.72,3816.894173978931,3.613156264333727,1547.7578728466115,278.12150994603496,
acc788cd2e,180,13,78,0.78,3649.308915923691,2.383363295609594,1332.389763034019,211.84919088547215,
acc788cd2e,180,14,84,0.84,3411.2385679902054,3.1899791868797442,1622.4482809542162,214.73124037397497,
acc788cd2e,180,15,90,0.9,3092.1407556965028,0.8551300569439579,1113.4974980177064,209.15834247763038,
acc788cd2e,180,16,96,0.96,2980.28627392248,1.4180690964709717,1107.3690122815124,104.57683300785838,
acc788cd2e,180,17,102,1.02,2938.588033937798,1.3215669787742301,1008.0438879747276,155.84763122972737,
acc788cd2e,180,18,108,1.08,2828.125411406163,1.068833574149818,1027.501562742261,194.67583138938014,
acc788cd2e,180,19,114,1.14,2701.327414684151,1.243081439838941,969.1041353705622,173.52925422081032,
acc788cd2e,180,20,120,1.2,2658.2920385883326,0.6253694932039445,909.2011275673524,186.28458157757214,
acc788cd2e,180,21,126,1.26,2616.8857584551242,1.2468323890887931,885.7317934742721,200.08274370311779,
acc788cd2e,180,22,132,1.32,2497.990158157146,1.2846762724541567,902.9810472246068,148.1549522682435,
acc788cd2e,180,23,138,1.38,2419.512055001537,3.4015823980287236,895.7227700388491,95.96473310804173,
acc788cd2e,180,24,144,1.44,2411.7482500065703,0.6684299169615272,936.1634792074424,203.3478688974656,
acc788cd2e,180,25,150,1.5,2342.4761753062967,1.7836975037543088,1047.949134576126,165.09267491333665,
acc788cd2e,180,26,156,1.56,2165.2393120558363,0.6018755925683662,916.2780146369585,79.082002979681,
acc788cd2e,180,27,162,1.62,2136.8603090784036,1.8737089279202608,932.9592396776161,259.2516453711644,
acc788cd2e,180,28,168,1.68,1952.952039917964,1.612703419071745,1081.8251282489211,77.23921256803308,
acc788cd2e,180,29,174,1.74,1847.2031449671692,0.6631574024573894,899.98146721763,90.00912893742459,
acc788cd2e,180,30,180,1.8,1820.490436886891,1.3698464786727118,907.1546635558437,97.87506445586409,
acc788cd2e,180,31,186,1.86,1774.0816753550982,1.0588056968625525,951.2306963580156,211.97812093240412,
acc788cd2e,180,32,192,1.92,1686.1069866611244,1.9031473854895622,1067.8031803622046,230.02500651170382,
acc788cd2e,180,33,198,1.98,1465.8968450785858,0.5464970948061572,880.5245328463745,161.258458962074,
acc788cd2e,180,34,204,2.04,1437.4681878234903,0.443570601836172,799.7985917379092,87.38800605306507,
acc788cd2e,180,35,210,2.1,1414.5158853612647,1.1246611873309968,765.624056365565,65.51461311325973,
acc788cd2e,180,36,216,2.16,1314.7065398711043,0.6176704977646924,709.2686619856488,185.722327813443,
acc788cd2e,180,37,222,2.22,1253.9481936774491,0.5833230110793498,658.2190638910785,179.55106075946728,
acc788cd2e,180,38,228,2.28,1207.5194241362512,0.7147466729333423,681.6005843722384,52.25721970794719,
acc788cd2e,180,39,234,2.34,1206.4127884712857,0.468708511952381,663.7547770118131,61.3612187904065,
acc788cd2e,180,40,240,2.4,1199.9536227431374,0.741808130158904,605.1243825665607,99.91723916455466,
acc788cd2e,180,41,246,2.46,1165.2751525382523,0.8740073910029761,623.4641844240056,106.92737635157751,
acc788cd2e,180,42,252,2.52,1128.784248039483,0.5537233036285442,631.4643923207071,48.38930391375266,
acc788cd2e,180,43,258,2.58,1124.3436757508994,0.5021313335892356,617.9420989703254,108.2524942854479,
acc788cd2e,180,44,264,2.64,1096.3560423484105,0.5823165349796762,679.3648913872366,169.99991037048844,
acc788cd2e,180,45,270,2.7,1071.8958820104112,0.34636922454356767,624.2352853094951,58.82056532160422,
acc788cd2e,180,46,276,2.76,1052.3026256751639,0.5285327283026133,557.5173986971209,61.43231390812985,
acc788cd2e,180,47,282,2.82,1041.1085605070314,0.632226072221723,607.232861049021,93.05683947608026,
acc788cd2e,180,48,288,2.88,1019.7876959541004,0.3581170540791981,548.8664870564068,97.86345818232381,
