run_id,equiv_grad_budget,row,deriv_evals,equiv_grad_evals,f_vals,update_norms,full_grad_norms,proj_grad_norms,config_str
2e000e93b7,3000,0,0,0.0,1103212569430.8875,65.63503647812269,2947735965.0677257,431368503.17585933,"ProjectedCommonDirectionsConfig(subspace_frac_grads=0.1, subspace_frac_updates=0.1, subspace_frac_random=0.1, direction_str=newton, use_hess=True, random_proj=True, random_proj_dim_frac=0.05, ensemble=haar, inner_use_full_grad=True, reg_lambda=0, orth_P_k=True, beta=0.001, tau=0.5, c_const=inf, N_try=200, alpha_max=1, p_const=1)"
2e000e93b7,3000,1,3135,31.35,1025965547477.9437,7.554069332712251,2843583661.5308886,617700888.2652633,
2e000e93b7,3000,2,6270,62.7,1025843056330.8285,1.7703126068235409e-13,2842832419.6025224,475878323.3097866,
2e000e93b7,3000,3,9405,94.05,1025843056330.8285,31.544928844306213,2842832419.6025224,665925927.4534659,
2e000e93b7,3000,4,12540,125.4,1024256719187.36,69.68584620335872,2839170630.79362,360236932.55026877,
2e000e93b7,3000,5,15675,156.75,1015726335527.4661,517.0069925219645,2826095876.0658746,980525078.6937424,
2e000e93b7,3000,6,18810,188.1,661781193476.2231,372.9348182229333,2283323414.254422,513030338.9218559,
2e000e93b7,3000,7,21945,219.45,376826787052.40814,206.781342062689,1721732951.096535,216165513.10366774,
2e000e93b7,3000,8,25080,250.8,298847192523.02,125.97570231951308,1532680994.1294446,245798268.27899182,
2e000e93b7,3000,9,28215,282.15,266443224750.3245,200.26471701525978,1449954671.579948,254004199.13090077,
2e000e93b7,3000,10,31350,313.5,217614151160.27872,142.88937349368595,1309007582.9967701,281109882.6198919,
2e000e93b7,3000,11,34485,344.85,181125774236.73215,122.13444435418224,1193136707.0699747,191195838.4559708,
2e000e93b7,3000,12,37620,376.2,152444053224.59106,101.40061987999529,1093362387.2000325,199996399.7619798,
2e000e93b7,3000,13,40755,407.55,132366957979.5539,122.54495471562578,1017281572.6228426,202486351.1131344,
2e000e93b7,3000,14,43890,438.9,109096882882.88885,95.80465532734796,923555815.6846334,260060499.5614823,
