run_id,equiv_grad_budget,row,deriv_evals,equiv_grad_evals,f_vals,update_norms,full_grad_norms,proj_grad_norms,config_str
645bbf5966,180,0,0,0.0,1.0,4.6290945481603605e-05,1.0,0.4429264957730369,"ProjectedCommonDirectionsConfig(subspace_no_grads=1, subspace_frac_updates=0, subspace_frac_random=0.02, direction_str=sd, random_proj=True, random_proj_dim_frac=0.2, ensemble=haar, inner_use_full_grad=True, orth_P_k=True, beta=0.001, tau=0.5, c_const=inf, N_try=200, alpha_max=100, p_const=1)"
645bbf5966,180,1,22,0.22,0.999995346597031,4.2456644637766075e-05,0.9580189961148221,0.42718435315487896,
645bbf5966,180,2,44,0.44,0.9999917663038946,4.017439827860899e-05,0.8993587715365761,0.4179250193858388,
645bbf5966,180,3,66,0.66,0.9999885648791053,3.540805226798533e-05,0.8546547370300022,0.36287092001887666,
645bbf5966,180,4,88,0.88,0.9999864392855405,3.084332653409484e-05,0.795445059299976,0.31151155053713275,
645bbf5966,180,5,110,1.1,0.999984787233079,3.2878165535802716e-05,0.7653034980725133,0.2873126035081321,
645bbf5966,180,6,132,1.32,0.9999818306381141,3.3057474342471625e-05,0.689749529668595,0.32046336545178966,
645bbf5966,180,7,154,1.54,0.9999798437487859,2.9603795754391242e-05,0.6516961945752561,0.30844778227415365,
645bbf5966,180,8,176,1.76,0.9999782723723797,2.2910134092369664e-05,0.5989384163860142,0.2267119376674698,
645bbf5966,180,9,198,1.98,0.9999771728054662,2.4709105066464145e-05,0.5567501610091568,0.23933884407024583,
645bbf5966,180,10,220,2.2,0.9999755870101841,2.290263276297549e-05,0.5191979393459885,0.2230931597940692,
645bbf5966,180,11,242,2.42,0.999974088423254,1.6621473973279725e-05,0.483671984703894,0.167025916677118,
645bbf5966,180,12,264,2.64,0.9999736886647091,2.4409715459364526e-05,0.46978935001638616,0.2529519988730224,
645bbf5966,180,13,286,2.86,0.9999725827760813,2.0652887098380384e-05,0.44516666214460876,0.21483227917408132,
645bbf5966,180,14,308,3.08,0.9999715490082114,1.5543330377023634e-05,0.41065682187784136,0.1612293259097712,
